fold,date_nyc,model,rows,mae
fold_2,2026-03-08,rolling_mean_24h,6026,11.433323653058967
fold_2,2026-03-08,linear_regression,6026,4.562315976734558
fold_2,2026-03-08,ridge,6026,4.564575731409427
fold_2,2026-03-08,hist_gradient_boosting,6026,4.096095870445188
fold_2,2026-03-08,hist_gradient_boosting_poisson,6026,4.0992695652481554
fold_2,2026-03-08,hist_gradient_boosting_absolute,6026,4.451564197308272
fold_2,2026-03-09,previous_hour,6288,5.105916030534351
fold_2,2026-03-09,previous_day_24h,6288,11.571087786259541
fold_2,2026-03-09,previous_week_168h,6288,5.4336832061068705
fold_2,2026-03-09,zone_hour_average,6288,5.664601152702413
fold_2,2026-03-09,rolling_mean_24h,6288,10.938003604749788
fold_2,2026-03-09,linear_regression,6288,5.2482721106296015
fold_2,2026-03-09,ridge,6288,5.2552312706991655
fold_2,2026-03-09,hist_gradient_boosting,6288,3.9797194869843517
fold_2,2026-03-09,hist_gradient_boosting_poisson,6288,3.8403944265494903
fold_2,2026-03-09,hist_gradient_boosting_absolute,6288,4.064922662847985
fold_2,2026-03-10,previous_hour,6288,5.763199745547074
fold_2,2026-03-10,previous_day_24h,6288,5.694815521628499
fold_2,2026-03-10,previous_week_168h,6288,6.075381679389313
fold_2,2026-03-10,zone_hour_average,6288,5.842206612710383
fold_2,2026-03-10,rolling_mean_24h,6288,12.670284669211195
fold_2,2026-03-10,linear_regression,6288,4.912880300819511
fold_2,2026-03-10,ridge,6288,4.926800347096681
fold_2,2026-03-10,hist_gradient_boosting,6288,4.061103534975833
fold_2,2026-03-10,hist_gradient_boosting_poisson,6288,4.1142541369982615
fold_2,2026-03-10,hist_gradient_boosting_absolute,6288,4.237181461205634
fold_2,2026-03-11,previous_hour,6288,5.840648854961832
fold_2,2026-03-11,previous_day_24h,6288,3.915235368956743
fold_2,2026-03-11,previous_week_168h,6288,5.692589058524173
fold_2,2026-03-11,zone_hour_average,6288,6.007648916275791
fold_2,2026-03-11,rolling_mean_24h,6288,12.770236959287532
fold_2,2026-03-11,linear_regression,6288,4.688603670625262
fold_2,2026-03-11,ridge,6288,4.703332390843764
fold_2,2026-03-11,hist_gradient_boosting,6288,3.837620256423465
fold_2,2026-03-11,hist_gradient_boosting_poisson,6288,3.983652388747447
fold_2,2026-03-11,hist_gradient_boosting_absolute,6288,4.091088775196196
fold_2,2026-03-12,previous_hour,6288,6.596692111959287
fold_2,2026-03-12,previous_day_24h,6288,6.169211195928753
fold_2,2026-03-12,previous_week_168h,6288,8.12833969465649
fold_2,2026-03-12,zone_hour_average,6288,8.438115055642418
fold_2,2026-03-12,rolling_mean_24h,6288,14.53263491306192
fold_2,2026-03-12,linear_regression,6288,5.905235388393033
fold_2,2026-03-12,ridge,6288,5.916322632600715
fold_2,2026-03-12,hist_gradient_boosting,6288,5.2263898384941
fold_2,2026-03-12,hist_gradient_boosting_poisson,6288,5.398607140050231
fold_2,2026-03-12,hist_gradient_boosting_absolute,6288,5.3521665886473775
fold_2,2026-03-13,previous_hour,6288,6.1261132315521625
fold_2,2026-03-13,previous_day_24h,6288,6.8945610687022905
fold_2,2026-03-13,previous_week_168h,6288,6.842080152671755
fold_2,2026-03-13,zone_hour_average,6288,5.7752249455838625
fold_2,2026-03-13,rolling_mean_24h,6288,14.050903837998304
fold_2,2026-03-13,linear_regression,6288,5.033775948067922
fold_2,2026-03-13,ridge,6288,5.046473014987543
fold_2,2026-03-13,hist_gradient_boosting,6288,4.355302900021441
fold_2,2026-03-13,hist_gradient_boosting_poisson,6288,4.531426501574182
fold_2,2026-03-13,hist_gradient_boosting_absolute,6288,4.512666422865089
fold_2,2026-03-14,previous_hour,6288,5.887563613231552
fold_2,2026-03-14,previous_day_24h,6288,9.213263358778626
fold_2,2026-03-14,previous_week_168h,6288,6.754452926208652
fold_2,2026-03-14,zone_hour_average,6288,7.871945798461019
fold_2,2026-03-14,rolling_mean_24h,6288,14.096877650551315
fold_2,2026-03-14,linear_regression,6288,4.744740934201305
fold_2,2026-03-14,ridge,6288,4.745992363930072
fold_2,2026-03-14,hist_gradient_boosting,6288,4.626409529363746
fold_2,2026-03-14,hist_gradient_boosting_poisson,6288,4.57627477063341
fold_2,2026-03-14,hist_gradient_boosting_absolute,6288,4.81286201489374
fold_2,2026-03-15,previous_hour,6288,5.6835241730279895
fold_2,2026-03-15,previous_day_24h,6288,8.838899491094148
fold_2,2026-03-15,previous_week_168h,6288,5.63263358778626
fold_2,2026-03-15,zone_hour_average,6288,8.440056025629234
fold_2,2026-03-15,rolling_mean_24h,6288,12.260105226887191
fold_2,2026-03-15,linear_regression,6288,4.642834543964958
fold_2,2026-03-15,ridge,6288,4.650477321880168
fold_2,2026-03-15,hist_gradient_boosting,6288,4.056276678988536
fold_2,2026-03-15,hist_gradient_boosting_poisson,6288,4.063622360837705
fold_2,2026-03-15,hist_gradient_boosting_absolute,6288,4.240513626038718
fold_2,2026-03-16,previous_hour,6288,6.241730279898219
