dimension,value,rows,mae,rmse,r2,smape_pct
zone_id,239,720,17.33931487009669,25.482295935826734,0.9225203783443289,19.536077674102394
zone_id,240,720,0.37035353336224563,0.4649880333448151,-0.002202011875739318,182.30968083430102
zone_id,241,720,0.898541054987548,1.2494371435021918,0.34952568858745925,120.33783695681927
zone_id,242,720,0.8993282741769972,1.2349083517852228,0.21384005745753587,120.86916711106437
zone_id,243,720,2.13141130669192,2.898854893348337,0.48182934111951514,54.9467485283527
zone_id,244,720,3.6418662624529032,4.825064768677579,0.6023458592233706,37.73246769214815
zone_id,245,720,0.23213190937589942,0.2468766765583429,-5.330493214452131,199.15533973486384
zone_id,246,720,14.649075606037824,20.83336770988972,0.9203853801761885,23.072311786325315
zone_id,247,720,1.5778085157597,2.375500865384501,0.2641218513107453,82.90021168279287
zone_id,248,720,0.896503153661477,1.2398055943732629,0.31429153167279644,130.2613698515218
zone_id,249,720,15.954954632537328,25.02185602177406,0.9502784011844748,17.173976785825875
zone_id,250,720,0.840016641390909,1.191452438258736,0.20756519065317514,120.93536622370375
zone_id,251,720,0.24113599161803742,0.2622234799756246,-2.370759522340719,198.48293246820944
zone_id,252,720,0.5110562220462999,0.6345944872087161,-0.028925896028741294,169.70158796269013
zone_id,253,720,0.25133262134102474,0.28592623014102625,-1.2410858562979472,197.83391233296416
zone_id,254,720,1.1461458879397146,1.6359194441070757,0.4876508941366966,98.91321809566308
zone_id,255,720,3.8300186457441288,6.7370778261023485,0.8772411217064143,58.29017646128365
zone_id,256,720,2.970581771029481,4.386073492609339,0.7270299417161534,50.92503043586426
zone_id,257,720,0.7131283398010366,1.0265806948498917,0.19857952620647412,137.33181409173676
zone_id,258,720,1.0006047373413465,1.3746779651889207,0.36410032920859703,112.9474463185692
zone_id,259,720,0.813591060916456,1.1039378395898016,0.45614509679274007,125.15375361056714
zone_id,260,720,1.6657915841583695,2.587419132412264,0.10226984623962876,75.76777136011891
zone_id,261,720,4.856939812586931,7.035892416430458,0.8684668978259161,38.47374263586407
zone_id,262,720,10.54380047083361,14.813624310568441,0.9376161873918584,24.55090240694023
zone_id,263,720,11.785728776929904,16.238061257891644,0.9181551949818876,16.531649293768428
borough,Bronx,30960,0.8601237849863047,1.3036074243426024,0.4644687894882208,129.56716475955187
borough,Brooklyn,43920,1.5300424985117085,2.5694750357771476,0.763043258665959,99.01620907186033
borough,Manhattan,49680,9.333162960622078,17.238063317979982,0.9643869941837752,46.02138387776606
borough,Queens,49680,1.9222782071425477,7.292783009674852,0.9577536037235702,123.26285463130422
borough,Staten Island,14400,0.24074113099831898,0.2660407231002457,-2.201011156048885,198.48618941149022
local_hour,0,7860,3.2529942511751924,10.218047284636784,0.9563031218019185,126.31461668088905
local_hour,1,7860,2.214611241698457,7.264988003673928,0.9688727486057604,138.45043408284758
local_hour,2,7860,1.6777336769419684,5.897882384058086,0.9602620219667227,146.12670272666062
local_hour,3,7860,1.3868226626112945,4.513260657561922,0.9436791701923246,144.7448061737352
local_hour,4,7860,1.40096668663369,3.2065311349345875,0.9014136670323158,128.35164167099242
local_hour,5,7860,1.7865216174396505,3.713059735815312,0.8073107463043947,109.69698886112327
local_hour,6,7860,2.3787630726879807,4.701896552909907,0.9250091828220038,91.42417113957329
local_hour,7,7860,3.3719446971346487,7.299000772108782,0.9564635724075995,84.10619031164055
local_hour,8,7860,3.5940926178384247,8.199577310808307,0.9707900045197949,82.63232635736566
local_hour,9,7860,3.502470328086591,7.632481687881414,0.9755471804700749,84.02494493478939
