fold,model,dimension,value,rows,mean_prediction,positive_prediction_fraction,mae,rmse,r2,smape_pct,delay_hours
fold_1,latest_available,weekend,0,125760,18.46347010178117,0.6278307888040713,12.654285941475827,38.40154302471959,0.5005858062318923,85.15268668333015,3
fold_1,previous_day_24h,weekend,1,50304,22.143328562340965,0.6434875954198473,8.490915235368957,28.35361530378737,0.7240949248225443,66.53688572209268,3
fold_1,previous_week_168h,weekend,1,50304,19.473580629770993,0.6355955788804071,6.640982824427481,21.008129939071104,0.8485331499296407,64.27759456617979,3
fold_1,zone_hour_average,weekend,1,50304,20.062301556703595,0.9397264631043257,8.57217279881084,28.416019402524803,0.7228790971635031,95.4849692160194,3
fold_1,rolling_mean_24h,weekend,1,50304,22.52980379293893,0.9197479325699746,12.824818437234944,36.84417526790041,0.5341131169825921,95.90224453667122,3
fold_1,hist_gradient_boosting,weekend,1,50304,19.704992300830394,0.9998210877862596,5.711655335368894,17.302540567950643,0.897254560003919,102.69015203546093,3
fold_1,latest_available,weekend,1,50304,21.32434796437659,0.6352576335877863,13.845479484732824,42.09512965133372,0.3918558871582156,77.81189589724885,3
fold_1,previous_day_24h,rush_hour,0,144624,18.266712302245825,0.6116481358557363,6.83970157097024,24.728008324050286,0.7718664327640617,66.2382875616177,3
fold_1,previous_week_168h,rush_hour,0,144624,18.036909503263637,0.6131969797543976,5.218165726297157,17.265226984862075,0.888787014457282,62.80354206413414,3
fold_1,zone_hour_average,rush_hour,0,144624,19.043051360304375,0.9389312977099237,6.895615133709779,22.97501744466065,0.803065132786071,99.2428707056499,3
fold_1,rolling_mean_24h,rush_hour,0,144624,19.62603515552974,0.9205042040048678,12.115555106114245,35.23597441111821,0.5367840695659263,102.15601947241663,3
fold_1,hist_gradient_boosting,rush_hour,0,144624,18.174306377163276,0.99984788140281,4.582233166991647,13.973832975970975,0.9271479107605592,107.25195486922304,3
fold_1,latest_available,rush_hour,0,144624,20.727465704170815,0.6361668879300808,12.658224084522624,39.60226243409996,0.41487196101955726,80.98570594321438,3
fold_1,previous_day_24h,rush_hour,1,31440,24.160337150127226,0.7134860050890586,7.14074427480916,20.910463583511333,0.89306445478408,62.98130597731628,3
fold_1,previous_week_168h,rush_hour,1,31440,26.9492048346056,0.7366730279898219,6.7629452926208655,18.380718026382823,0.9173734325893866,61.947883582376136,3
fold_1,zone_hour_average,rush_hour,1,31440,24.750852460139992,0.943384223918575,7.209306315915731,20.5025255046363,0.8971961244334032,77.09644384918448,3
fold_1,rolling_mean_24h,rush_hour,1,31440,17.842623515691265,0.920324427480916,12.128262828668364,34.41466868020966,0.7103443852981077,85.828629420635,3
fold_1,hist_gradient_boosting,rush_hour,1,31440,27.045815748836258,1.0,5.8016866230215856,14.74843706752555,0.946803046170666,85.06115789300075,3
fold_1,latest_available,rush_hour,1,31440,12.626494910941476,0.6013676844783715,14.542080152671756,38.98145274051256,0.6283699652814123,92.5755328301326,3
fold_1,previous_day_24h,zone_cohort,dense,114912,29.3973649401281,0.8380586883876358,10.31598962684489,29.81018412831182,0.7892200818986929,71.7825590019105,3
fold_1,previous_week_168h,zone_cohort,dense,114912,29.864122110832636,0.8441764132553606,8.171844541910332,21.611114802322543,0.889221812501436,67.38157981785552,3
fold_1,zone_hour_average,zone_cohort,dense,114912,30.542137587702886,0.9997563352826511,10.433504554971416,27.91098648187771,0.8152219893366165,73.23169886400025,3
fold_1,rolling_mean_24h,zone_cohort,dense,114912,29.37913251009468,1.0,18.323600160702682,43.431225376679194,0.5525916553037968,84.52954532003736,3
