zone_id,neighbor_id,shared_boundary_m,overlap_m2,qualifies
120,244,881.1495643630396,0.0,True
120,243,1463.992086054626,0.0011785618896013868,True
120,127,634.2796259399357,0.0,True
121,131,523.7521020234624,0.0,True
121,135,3400.864468883229,0.015197307036570717,True
121,192,1023.1289527933693,0.027856957453567605,True
122,205,2008.6342887143633,0.0,True
122,130,324.8033563777607,0.020422131457128113,True
122,191,1559.017567757702,0.001893692857927479,True
122,131,1136.2849791599263,0.016734836511778237,True
123,210,1281.0869798574176,0.0,True
123,149,1268.6233820305156,0.011672741526713151,True
123,178,1194.92038213352,0.0,True
123,165,611.300709797438,0.0,True
124,132,324.5544400986421,0.008846515717949576,True
124,216,142.90249983374622,0.0,True
124,180,2426.474990200403,0.003562506132838944,True
125,231,531.6178881022823,0.0,True
